# BUSCO version is: 5.4.4 
# The lineage dataset is: arthropoda_odb10 (Creation date: 2020-09-10, number of genomes: 90, number of BUSCOs: 1013)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
46437at6656	Duplicated	TRINITY_DN4449_c0_g1_i1:2-799	386.7	224	https://www.orthodb.org/v10?query=46437at6656	protein TAPT1 homolog
46437at6656	Duplicated	TRINITY_DN4449_c0_g1_i3:2-799	386.7	224	https://www.orthodb.org/v10?query=46437at6656	protein TAPT1 homolog
46437at6656	Duplicated	TRINITY_DN4449_c0_g1_i4:2-799	386.7	224	https://www.orthodb.org/v10?query=46437at6656	protein TAPT1 homolog
46437at6656	Duplicated	TRINITY_DN4449_c0_g1_i5:2-799	386.7	224	https://www.orthodb.org/v10?query=46437at6656	protein TAPT1 homolog
46437at6656	Duplicated	TRINITY_DN4449_c0_g1_i6:2-799	386.7	224	https://www.orthodb.org/v10?query=46437at6656	protein TAPT1 homolog
46671at6656	Fragmented	TRINITY_DN175512_c0_g1_i1:1-402	217.8	124	https://www.orthodb.org/v10?query=46671at6656	intraflagellar transport protein 56
46679at6656	Complete	TRINITY_DN2800_c0_g1_i1:95-2326	534.8	377	https://www.orthodb.org/v10?query=46679at6656	polycomb protein Scm
46692at6656	Duplicated	TRINITY_DN10733_c0_g1_i1:115-2169	544.8	522	https://www.orthodb.org/v10?query=46692at6656	protein VAC14 homolog
46692at6656	Duplicated	TRINITY_DN10733_c0_g1_i3:115-2169	544.8	522	https://www.orthodb.org/v10?query=46692at6656	protein VAC14 homolog
46692at6656	Duplicated	TRINITY_DN10733_c0_g1_i4:115-2259	544.2	509	https://www.orthodb.org/v10?query=46692at6656	protein VAC14 homolog
46750at6656	Duplicated	TRINITY_DN213289_c0_g1_i11:177-1799	619.4	424	https://www.orthodb.org/v10?query=46750at6656	sphingosine-1-phosphate lyase
46750at6656	Duplicated	TRINITY_DN213289_c0_g1_i1:177-1799	619.4	424	https://www.orthodb.org/v10?query=46750at6656	sphingosine-1-phosphate lyase
46750at6656	Duplicated	TRINITY_DN213289_c0_g1_i3:177-1799	619.4	424	https://www.orthodb.org/v10?query=46750at6656	sphingosine-1-phosphate lyase
46750at6656	Duplicated	TRINITY_DN213289_c0_g1_i6:311-1933	619.4	424	https://www.orthodb.org/v10?query=46750at6656	sphingosine-1-phosphate lyase
46750at6656	Duplicated	TRINITY_DN213289_c0_g1_i8:177-1799	619.4	424	https://www.orthodb.org/v10?query=46750at6656	sphingosine-1-phosphate lyase
46960at6656	Duplicated	TRINITY_DN6237_c0_g1_i1:171-1541	363.8	299	https://www.orthodb.org/v10?query=46960at6656	microspherule protein 1
46960at6656	Duplicated	TRINITY_DN6237_c0_g1_i2:171-1541	363.8	299	https://www.orthodb.org/v10?query=46960at6656	microspherule protein 1
47270at6656	Complete	TRINITY_DN12641_c0_g1_i1:93-2075	705.9	521	https://www.orthodb.org/v10?query=47270at6656	protein SDA1 homolog
47443at6656	Complete	TRINITY_DN19750_c0_g1_i1:364-2193	656.9	454	https://www.orthodb.org/v10?query=47443at6656	protein sel-1 homolog 1
47495at6656	Complete	TRINITY_DN28784_c0_g1_i1:87-1694	371.7	273	https://www.orthodb.org/v10?query=47495at6656	Phosphoacetylglucosamine mutase
47500at6656	Complete	TRINITY_DN14416_c0_g2_i1:230-3442	462.7	546	https://www.orthodb.org/v10?query=47500at6656	tyrosine-protein kinase hopscotch
47967at6656	Duplicated	TRINITY_DN210688_c0_g1_i1:102-1646	652.9	337	https://www.orthodb.org/v10?query=47967at6656	Histone-arginine methyltransferase CARMER
47967at6656	Duplicated	TRINITY_DN210688_c0_g1_i2:102-1904	652.3	336	https://www.orthodb.org/v10?query=47967at6656	Histone-arginine methyltransferase CARMER
47967at6656	Duplicated	TRINITY_DN210688_c0_g1_i3:124-1563	653.2	337	https://www.orthodb.org/v10?query=47967at6656	Histone-arginine methyltransferase CARMER
47967at6656	Duplicated	TRINITY_DN210688_c0_g1_i4:102-1904	652.3	336	https://www.orthodb.org/v10?query=47967at6656	Histone-arginine methyltransferase CARMER
47967at6656	Duplicated	TRINITY_DN210688_c0_g1_i5:102-1904	652.3	336	https://www.orthodb.org/v10?query=47967at6656	Histone-arginine methyltransferase CARMER
48195at6656	Duplicated	TRINITY_DN256_c0_g1_i1:350-1567	756.4	373	https://www.orthodb.org/v10?query=48195at6656	putative ATP-dependent RNA helicase me31b
48195at6656	Duplicated	TRINITY_DN256_c0_g1_i2:350-1567	756.4	373	https://www.orthodb.org/v10?query=48195at6656	putative ATP-dependent RNA helicase me31b
48195at6656	Duplicated	TRINITY_DN256_c0_g1_i3:350-1567	756.4	373	https://www.orthodb.org/v10?query=48195at6656	putative ATP-dependent RNA helicase me31b
48195at6656	Duplicated	TRINITY_DN256_c0_g1_i4:350-1567	756.4	373	https://www.orthodb.org/v10?query=48195at6656	putative ATP-dependent RNA helicase me31b
48195at6656	Duplicated	TRINITY_DN256_c0_g1_i5:350-1567	756.4	373	https://www.orthodb.org/v10?query=48195at6656	putative ATP-dependent RNA helicase me31b
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i10:76-2989	396.7	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i14:76-3223	395.7	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i18:76-3136	396.8	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i19:76-2667	395.9	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i1:76-2703	395.7	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i20:76-3802	395.7	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i21:76-4036	395.6	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i23:76-2604	396.8	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i25:76-3187	396.7	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i26:76-2808	395.6	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i27:76-3223	395.8	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i29:76-3364	395.5	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i30:76-3259	395.7	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i31:186-1892	396.3	231	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i6:76-3328	395.6	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48466at6656	Duplicated	TRINITY_DN881_c0_g1_i7:76-4000	395.7	232	https://www.orthodb.org/v10?query=48466at6656	serrate RNA effector molecule homolog isoform X1
48519at6656	Duplicated	TRINITY_DN10238_c0_g1_i2:5-1816	681.2	469	https://www.orthodb.org/v10?query=48519at6656	MAU2 chromatid cohesion factor homolog
48519at6656	Duplicated	TRINITY_DN10238_c0_g1_i3:5-1816	681.2	469	https://www.orthodb.org/v10?query=48519at6656	MAU2 chromatid cohesion factor homolog
48657at6656	Duplicated	TRINITY_DN11381_c0_g1_i1:81-1406	681.3	376	https://www.orthodb.org/v10?query=48657at6656	Rab GDP dissociation inhibitor
48657at6656	Duplicated	TRINITY_DN11381_c0_g1_i2:91-1416	681.3	376	https://www.orthodb.org/v10?query=48657at6656	Rab GDP dissociation inhibitor
48836at6656	Complete	TRINITY_DN173244_c0_g1_i1:243-1820	442.7	322	https://www.orthodb.org/v10?query=48836at6656	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein
49070at6656	Duplicated	TRINITY_DN959_c0_g1_i1:59-1228	380.0	277	https://www.orthodb.org/v10?query=49070at6656	tRNA-dihydrouridine(20) synthase 
49070at6656	Duplicated	TRINITY_DN959_c0_g1_i2:58-1398	407.2	317	https://www.orthodb.org/v10?query=49070at6656	tRNA-dihydrouridine(20) synthase 
49070at6656	Duplicated	TRINITY_DN959_c0_g1_i4:58-1398	407.2	317	https://www.orthodb.org/v10?query=49070at6656	tRNA-dihydrouridine(20) synthase 
49070at6656	Duplicated	TRINITY_DN959_c0_g1_i5:58-1398	407.3	317	https://www.orthodb.org/v10?query=49070at6656	tRNA-dihydrouridine(20) synthase 
49070at6656	Duplicated	TRINITY_DN959_c0_g1_i6:58-1227	380.0	277	https://www.orthodb.org/v10?query=49070at6656	tRNA-dihydrouridine(20) synthase 
49070at6656	Duplicated	TRINITY_DN959_c0_g1_i7:45-1226	379.9	277	https://www.orthodb.org/v10?query=49070at6656	tRNA-dihydrouridine(20) synthase 
49526at6656	Complete	TRINITY_DN37491_c0_g1_i1:104-2122	314.6	392	https://www.orthodb.org/v10?query=49526at6656	translation initiation factor eIF-2B subunit epsilon
49936at6656	Duplicated	TRINITY_DN1772_c0_g1_i2:107-2473	1005.3	627	https://www.orthodb.org/v10?query=49936at6656	cell division cycle 5-like protein
49936at6656	Duplicated	TRINITY_DN1772_c0_g1_i3:112-2478	1005.3	627	https://www.orthodb.org/v10?query=49936at6656	cell division cycle 5-like protein
50191at6656	Duplicated	TRINITY_DN14401_c0_g1_i2:38-2038	518.1	505	https://www.orthodb.org/v10?query=50191at6656	FAS-associated factor 1
50191at6656	Duplicated	TRINITY_DN14401_c0_g1_i3:854-2848	512.1	503	https://www.orthodb.org/v10?query=50191at6656	FAS-associated factor 1
50191at6656	Duplicated	TRINITY_DN14401_c0_g1_i5:15-2045	531.1	514	https://www.orthodb.org/v10?query=50191at6656	FAS-associated factor 1
50191at6656	Duplicated	TRINITY_DN14401_c0_g1_i7:25-1353	458.4	386	https://www.orthodb.org/v10?query=50191at6656	FAS-associated factor 1
50493at6656	Duplicated	TRINITY_DN878_c0_g1_i1:123-2024	761.8	466	https://www.orthodb.org/v10?query=50493at6656	putative RNA-binding protein 15
50493at6656	Duplicated	TRINITY_DN878_c0_g1_i2:259-2160	761.8	466	https://www.orthodb.org/v10?query=50493at6656	putative RNA-binding protein 15
50740at6656	Duplicated	TRINITY_DN10482_c0_g2_i1:57-1559	568.5	394	https://www.orthodb.org/v10?query=50740at6656	mitochondrial-processing peptidase subunit alpha
50740at6656	Duplicated	TRINITY_DN10482_c0_g2_i2:57-1595	570.8	396	https://www.orthodb.org/v10?query=50740at6656	mitochondrial-processing peptidase subunit alpha
50792at6656	Complete	TRINITY_DN13766_c0_g1_i1:48-2327	560.9	544	https://www.orthodb.org/v10?query=50792at6656	E3 UFM1-protein ligase 1 homolog
50947at6656	Duplicated	TRINITY_DN2991_c0_g1_i1:58-1602	652.2	378	https://www.orthodb.org/v10?query=50947at6656	pre-mRNA-processing factor 17
50947at6656	Duplicated	TRINITY_DN2991_c0_g1_i4:58-1779	762.3	431	https://www.orthodb.org/v10?query=50947at6656	pre-mRNA-processing factor 17
51037at6656	Duplicated	TRINITY_DN1789_c0_g1_i1:46-1374	272.8	266	https://www.orthodb.org/v10?query=51037at6656	general transcription factor 3C polypeptide 5
51037at6656	Duplicated	TRINITY_DN1789_c0_g1_i2:46-1374	272.3	266	https://www.orthodb.org/v10?query=51037at6656	general transcription factor 3C polypeptide 5
51037at6656	Duplicated	TRINITY_DN1789_c0_g1_i4:46-1374	272.8	266	https://www.orthodb.org/v10?query=51037at6656	general transcription factor 3C polypeptide 5
51037at6656	Duplicated	TRINITY_DN1789_c0_g1_i5:46-1374	272.8	266	https://www.orthodb.org/v10?query=51037at6656	general transcription factor 3C polypeptide 5
51037at6656	Duplicated	TRINITY_DN1789_c0_g1_i6:46-1374	272.8	266	https://www.orthodb.org/v10?query=51037at6656	general transcription factor 3C polypeptide 5
51280at6656	Duplicated	TRINITY_DN4799_c0_g1_i1:387-1930	210.7	218	https://www.orthodb.org/v10?query=51280at6656	epsilon-sarcoglycan isoform X1
51280at6656	Duplicated	TRINITY_DN4799_c0_g1_i3:361-1904	209.8	218	https://www.orthodb.org/v10?query=51280at6656	epsilon-sarcoglycan isoform X1
51280at6656	Duplicated	TRINITY_DN4799_c0_g1_i5:387-1930	209.7	218	https://www.orthodb.org/v10?query=51280at6656	epsilon-sarcoglycan isoform X1
51280at6656	Duplicated	TRINITY_DN4799_c0_g1_i6:43-1208	181.0	200	https://www.orthodb.org/v10?query=51280at6656	epsilon-sarcoglycan isoform X1
51280at6656	Duplicated	TRINITY_DN4799_c0_g1_i8:387-1930	210.7	218	https://www.orthodb.org/v10?query=51280at6656	epsilon-sarcoglycan isoform X1
51364at6656	Duplicated	TRINITY_DN2828_c0_g1_i1:181-2457	603.1	507	https://www.orthodb.org/v10?query=51364at6656	kinesin-associated protein 3
51364at6656	Duplicated	TRINITY_DN2828_c0_g1_i2:181-2457	602.7	507	https://www.orthodb.org/v10?query=51364at6656	kinesin-associated protein 3
51757at6656	Complete	TRINITY_DN368_c0_g2_i6:48-2054	290.0	445	https://www.orthodb.org/v10?query=51757at6656	U3 small nucleolar ribonucleoprotein protein MPP10
52210at6656	Complete	TRINITY_DN58835_c0_g1_i1:425-1630	489.6	321	https://www.orthodb.org/v10?query=52210at6656	probable phenylalanine--tRNA ligase, mitochondrial
52224at6656	Complete	TRINITY_DN15959_c0_g3_i2:314-1669	427.2	326	https://www.orthodb.org/v10?query=52224at6656	vacuolar fusion protein MON1 homolog A
52320at6656	Duplicated	TRINITY_DN2208_c0_g1_i10:33-1064	462.2	278	https://www.orthodb.org/v10?query=52320at6656	PRKCA-binding protein isoform X1
52320at6656	Duplicated	TRINITY_DN2208_c0_g1_i11:33-1163	489.7	299	https://www.orthodb.org/v10?query=52320at6656	PRKCA-binding protein isoform X1
52320at6656	Duplicated	TRINITY_DN2208_c0_g1_i1:32-904	423.9	249	https://www.orthodb.org/v10?query=52320at6656	PRKCA-binding protein isoform X1
52320at6656	Duplicated	TRINITY_DN2208_c0_g1_i5:32-904	423.9	249	https://www.orthodb.org/v10?query=52320at6656	PRKCA-binding protein isoform X1
52320at6656	Duplicated	TRINITY_DN2208_c0_g1_i6:74-1201	489.8	299	https://www.orthodb.org/v10?query=52320at6656	PRKCA-binding protein isoform X1
52320at6656	Duplicated	TRINITY_DN2208_c0_g1_i7:33-1163	489.7	299	https://www.orthodb.org/v10?query=52320at6656	PRKCA-binding protein isoform X1
52422at6656	Duplicated	TRINITY_DN4509_c0_g1_i1:41-1549	280.4	193	https://www.orthodb.org/v10?query=52422at6656	nucleolar complex protein 4 homolog B
52422at6656	Duplicated	TRINITY_DN4509_c0_g1_i2:41-1549	278.9	192	https://www.orthodb.org/v10?query=52422at6656	nucleolar complex protein 4 homolog B
52643at6656	Duplicated	TRINITY_DN13222_c0_g1_i4:241-1659	378.1	317	https://www.orthodb.org/v10?query=52643at6656	CRAL-TRIO lipid binding domain
52643at6656	Duplicated	TRINITY_DN13222_c0_g1_i5:130-1367	334.4	289	https://www.orthodb.org/v10?query=52643at6656	CRAL-TRIO lipid binding domain
52643at6656	Duplicated	TRINITY_DN13222_c0_g1_i8:130-1368	365.1	294	https://www.orthodb.org/v10?query=52643at6656	CRAL-TRIO lipid binding domain
52828at6656	Complete	TRINITY_DN7425_c0_g1_i1:225-1247	361.4	259	https://www.orthodb.org/v10?query=52828at6656	mRNA cap guanine-N7 methyltransferase
53201at6656	Complete	TRINITY_DN10879_c0_g1_i1:211-1371	444.5	331	https://www.orthodb.org/v10?query=53201at6656	WD40-repeat-containing domain
53243at6656	Complete	TRINITY_DN3230_c0_g1_i1:128-1636	890.8	455	https://www.orthodb.org/v10?query=53243at6656	Signal recognition particle 54 kDa protein
53298at6656	Duplicated	TRINITY_DN146465_c0_g2_i3:252-2882	734.9	641	https://www.orthodb.org/v10?query=53298at6656	Hypoxia up-regulated protein 1
53298at6656	Duplicated	TRINITY_DN146465_c0_g2_i4:252-2954	735.0	641	https://www.orthodb.org/v10?query=53298at6656	Hypoxia up-regulated protein 1
53318at6656	Complete	TRINITY_DN40007_c0_g1_i2:150-1316	374.3	321	https://www.orthodb.org/v10?query=53318at6656	Origin recognition complex subunit 4
53993at6656	Duplicated	TRINITY_DN127264_c0_g1_i3:114-1187	155.9	285	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN127264_c0_g1_i4:114-1187	155.9	285	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN127264_c0_g1_i6:114-1187	155.9	285	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN279037_c0_g2_i1:36-974	159.3	250	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN312_c0_g1_i2:154-1353	172.8	282	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN312_c0_g1_i5:152-1351	172.8	282	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN312_c0_g1_i6:49-1236	166.2	277	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN312_c0_g1_i7:152-1351	172.8	282	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN312_c0_g1_i8:49-1236	166.2	277	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN312_c0_g1_i9:154-1353	172.8	282	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN929_c0_g1_i1:358-1593	177.9	323	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN929_c0_g1_i4:307-1593	164.0	321	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN929_c0_g1_i5:358-1593	177.9	323	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
53993at6656	Duplicated	TRINITY_DN929_c0_g1_i9:307-1593	164.0	321	https://www.orthodb.org/v10?query=53993at6656	Voltage-gated potassium channel
54236at6656	Complete	TRINITY_DN2784_c0_g1_i7:45-2294	537.4	526	https://www.orthodb.org/v10?query=54236at6656	WD40-repeat-containing domain
54527at6656	Duplicated	TRINITY_DN2715_c0_g1_i1:139-1215	577.9	305	https://www.orthodb.org/v10?query=54527at6656	actin-related protein 3
54527at6656	Duplicated	TRINITY_DN2715_c0_g1_i2:139-1392	641.9	349	https://www.orthodb.org/v10?query=54527at6656	actin-related protein 3
54527at6656	Duplicated	TRINITY_DN2715_c0_g1_i3:139-1392	641.9	349	https://www.orthodb.org/v10?query=54527at6656	actin-related protein 3
54527at6656	Duplicated	TRINITY_DN2715_c0_g1_i4:139-1392	641.9	349	https://www.orthodb.org/v10?query=54527at6656	actin-related protein 3
54527at6656	Duplicated	TRINITY_DN2715_c0_g1_i6:139-1392	641.9	349	https://www.orthodb.org/v10?query=54527at6656	actin-related protein 3
54527at6656	Duplicated	TRINITY_DN37313_c0_g1_i2:65-1303	611.9	349	https://www.orthodb.org/v10?query=54527at6656	actin-related protein 3
54679at6656	Duplicated	TRINITY_DN2620_c0_g1_i1:201-2847	429.0	365	https://www.orthodb.org/v10?query=54679at6656	nitrogen permease regulator 3-like protein
54679at6656	Duplicated	TRINITY_DN2620_c0_g1_i2:108-1865	431.5	367	https://www.orthodb.org/v10?query=54679at6656	nitrogen permease regulator 3-like protein
54679at6656	Duplicated	TRINITY_DN2620_c0_g1_i3:291-2048	431.5	367	https://www.orthodb.org/v10?query=54679at6656	nitrogen permease regulator 3-like protein
54679at6656	Duplicated	TRINITY_DN2620_c0_g1_i5:227-1984	431.5	367	https://www.orthodb.org/v10?query=54679at6656	nitrogen permease regulator 3-like protein
55036at6656	Duplicated	TRINITY_DN6637_c0_g1_i1:145-2748	589.1	595	https://www.orthodb.org/v10?query=55036at6656	Exocyst complex component 2
55036at6656	Duplicated	TRINITY_DN6637_c0_g1_i3:134-2737	589.1	595	https://www.orthodb.org/v10?query=55036at6656	Exocyst complex component 2
55094at6656	Complete	TRINITY_DN8227_c0_g1_i1:77-1774	514.6	500	https://www.orthodb.org/v10?query=55094at6656	Eukaryotic translation initiation factor 2A
55108at6656	Complete	TRINITY_DN7544_c0_g1_i1:88-1647	595.9	407	https://www.orthodb.org/v10?query=55108at6656	SUMO-activating enzyme subunit 2
55260at6656	Complete	TRINITY_DN8164_c0_g1_i1:52-1260	436.3	262	https://www.orthodb.org/v10?query=55260at6656	protein farnesyltransferase subunit beta
55417at6656	Duplicated	TRINITY_DN5648_c0_g1_i1:69-2327	485.7	516	https://www.orthodb.org/v10?query=55417at6656	Tetratricopeptide repeat
55417at6656	Duplicated	TRINITY_DN5648_c0_g1_i3:69-2276	480.4	474	https://www.orthodb.org/v10?query=55417at6656	Tetratricopeptide repeat
55450at6656	Duplicated	TRINITY_DN23236_c0_g1_i1:118-1368	572.2	355	https://www.orthodb.org/v10?query=55450at6656	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
55450at6656	Duplicated	TRINITY_DN23236_c0_g1_i2:118-1368	572.2	355	https://www.orthodb.org/v10?query=55450at6656	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
55599at6656	Complete	TRINITY_DN5207_c0_g1_i1:225-1754	635.9	430	https://www.orthodb.org/v10?query=55599at6656	WD40-repeat-containing domain
55847at6656	Duplicated	TRINITY_DN27_c0_g1_i1:108-2741	415.9	500	https://www.orthodb.org/v10?query=55847at6656	nuclear pore complex protein Nup107
55847at6656	Duplicated	TRINITY_DN27_c0_g1_i2:108-2741	415.9	500	https://www.orthodb.org/v10?query=55847at6656	nuclear pore complex protein Nup107
55932at6656	Complete	TRINITY_DN5193_c0_g2_i1:171-1865	252.1	272	https://www.orthodb.org/v10?query=55932at6656	Signal recognition particle subunit SRP68
55953at6656	Duplicated	TRINITY_DN614_c0_g1_i1:301-2124	399.6	410	https://www.orthodb.org/v10?query=55953at6656	myb protein
55953at6656	Duplicated	TRINITY_DN614_c0_g1_i2:301-1659	377.5	325	https://www.orthodb.org/v10?query=55953at6656	myb protein
56010at6656	Complete	TRINITY_DN2736_c0_g1_i1:61-1569	679.6	393	https://www.orthodb.org/v10?query=56010at6656	serine--tRNA ligase, cytoplasmic
56322at6656	Duplicated	TRINITY_DN59009_c0_g1_i1:334-1590	409.2	298	https://www.orthodb.org/v10?query=56322at6656	protein ABHD16A
56322at6656	Duplicated	TRINITY_DN59009_c0_g1_i2:24-1592	458.9	375	https://www.orthodb.org/v10?query=56322at6656	protein ABHD16A
56449at6656	Duplicated	TRINITY_DN16832_c0_g1_i1:4-2262	659.5	619	https://www.orthodb.org/v10?query=56449at6656	transmembrane protein 94 isoform X1
56449at6656	Duplicated	TRINITY_DN16832_c0_g1_i4:4-2262	659.5	619	https://www.orthodb.org/v10?query=56449at6656	transmembrane protein 94 isoform X1
56449at6656	Duplicated	TRINITY_DN16832_c0_g1_i5:4-2262	659.5	619	https://www.orthodb.org/v10?query=56449at6656	transmembrane protein 94 isoform X1
56523at6656	Duplicated	TRINITY_DN13140_c1_g1_i1:260-1906	700.2	482	https://www.orthodb.org/v10?query=56523at6656	leucine-rich repeat protein soc-2 homolog
56523at6656	Duplicated	TRINITY_DN13140_c1_g1_i3:274-1920	700.2	482	https://www.orthodb.org/v10?query=56523at6656	leucine-rich repeat protein soc-2 homolog
56523at6656	Duplicated	TRINITY_DN13140_c1_g1_i4:260-1906	700.2	482	https://www.orthodb.org/v10?query=56523at6656	leucine-rich repeat protein soc-2 homolog
56523at6656	Duplicated	TRINITY_DN13140_c1_g1_i5:260-1906	700.2	482	https://www.orthodb.org/v10?query=56523at6656	leucine-rich repeat protein soc-2 homolog
56523at6656	Duplicated	TRINITY_DN13140_c1_g1_i6:260-1906	700.2	482	https://www.orthodb.org/v10?query=56523at6656	leucine-rich repeat protein soc-2 homolog
56523at6656	Duplicated	TRINITY_DN13140_c1_g1_i8:260-1906	700.2	482	https://www.orthodb.org/v10?query=56523at6656	leucine-rich repeat protein soc-2 homolog
56687at6656	Fragmented	TRINITY_DN4958_c0_g1_i6:62-469	27.1	82	https://www.orthodb.org/v10?query=56687at6656	Hedgehog protein
56836at6656	Complete	TRINITY_DN9055_c0_g1_i1:90-1301	580.8	328	https://www.orthodb.org/v10?query=56836at6656	COP9 signalosome complex subunit 4
57262at6656	Duplicated	TRINITY_DN662_c0_g1_i1:204-1457	315.0	231	https://www.orthodb.org/v10?query=57262at6656	Protoheme IX farnesyltransferase, mitochondrial
57262at6656	Duplicated	TRINITY_DN662_c0_g1_i2:305-1573	315.0	231	https://www.orthodb.org/v10?query=57262at6656	Protoheme IX farnesyltransferase, mitochondrial
57262at6656	Duplicated	TRINITY_DN662_c0_g1_i3:305-1567	315.0	231	https://www.orthodb.org/v10?query=57262at6656	Protoheme IX farnesyltransferase, mitochondrial
57597at6656	Complete	TRINITY_DN5137_c0_g1_i3:82-1902	238.4	417	https://www.orthodb.org/v10?query=57597at6656	coiled-coil domain-containing protein 22 homolog
57605at6656	Duplicated	TRINITY_DN14289_c1_g3_i1:164-2279	459.0	386	https://www.orthodb.org/v10?query=57605at6656	DET1 homolog
57605at6656	Duplicated	TRINITY_DN14289_c1_g3_i2:164-2279	459.0	386	https://www.orthodb.org/v10?query=57605at6656	DET1 homolog
57624at6656	Complete	TRINITY_DN31340_c0_g1_i1:391-2508	564.9	430	https://www.orthodb.org/v10?query=57624at6656	LMBR1 domain-containing protein 2 homolog
57932at6656	Duplicated	TRINITY_DN1187_c0_g1_i10:85-1401	429.2	324	https://www.orthodb.org/v10?query=57932at6656	RNA helicase
57932at6656	Duplicated	TRINITY_DN1187_c0_g1_i4:85-1401	429.2	324	https://www.orthodb.org/v10?query=57932at6656	RNA helicase
57932at6656	Duplicated	TRINITY_DN1187_c0_g1_i6:85-1824	482.0	413	https://www.orthodb.org/v10?query=57932at6656	RNA helicase
58012at6656	Complete	TRINITY_DN293805_c0_g1_i1:51-1619	416.8	362	https://www.orthodb.org/v10?query=58012at6656	DNA polymerase epsilon subunit
58027at6656	Duplicated	TRINITY_DN15856_c0_g1_i1:227-1866	682.2	460	https://www.orthodb.org/v10?query=58027at6656	BTB/POZ domain-containing protein 9
58027at6656	Duplicated	TRINITY_DN15856_c0_g1_i4:221-2038	696.3	461	https://www.orthodb.org/v10?query=58027at6656	BTB/POZ domain-containing protein 9
58027at6656	Duplicated	TRINITY_DN15856_c0_g1_i7:221-2038	696.3	461	https://www.orthodb.org/v10?query=58027at6656	BTB/POZ domain-containing protein 9
